"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset","version","Group2"
"3645","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,15,"The train had a bad accident",4,163425,165545,0,3,0.75,2090,NA,-2090,"new","YNH"
"3646","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,16,"The cook is making a cake",3,174306,176134,1,3,1,1798,NA,-1798,"new","YNH"
"3647","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,17,"The child grabbed the toy",3,184653,186785,1,3,1,2102,NA,-2102,"new","YNH"
"3648","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,18,"Men wear long pants",4,194867,196333,0,3,0.75,1436,NA,-1436,"new","YNH"
"3649","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,19,"The old gloves are dirty",4,205095,206774,0,2,0.5,1649,NA,-1649,"new","YNH"
"3650","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,20,"The girl lost her doll",4,214935,216454,0,0,0,1489,NA,-1489,"new","YNH"
"3651","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,21,"Mother stirred her tea",4,225283,227064,1,4,1,1751,NA,-1751,"new","YNH"
"3652","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,22,"A sharp knife is dangerous",4,235417,237514,1,4,1,2067,NA,-2067,"new","YNH"
"3653","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,23,"They had a lovely day",3,246217,247744,1,3,1,1497,NA,-1497,"new","YNH"
"3654","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,24,"The truck carried fruit",3,255818,257074,0,0,0,1226,NA,-1226,"new","YNH"
"3655","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,25,"They laughed at his story",4,266779,268614,1,4,1,1805,NA,-1805,"new","YNH"
"3656","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,26,"The yellow pears tasted good",4,278166,280093,0,2,0.5,1897,NA,-1897,"new","YNH"
"3657","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,27,"The children dropped the bag",3,289954,291713,0,0,0,1729,NA,-1729,"new","YNH"
"3658","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,28,"The dog came back",3,302848,304203,1,3,1,1325,NA,-1325,"new","YNH"
"3659","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,29,"The woman cleaned her house",4,312595,314362,0,3,0.75,1737,NA,-1737,"new","YNH"
"3660","Third","C2","AD_A","7112","YNH-7","Spanish","S1M",5.89,30,"The lady went to store",4,322743,324292,1,4,1,1519,NA,-1519,"new","YNH"
"3661","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,1,"The light went out",3,19767,21564,1,3,1,1767,NA,-1767,"new","ONH"
"3662","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,2,"The floor looked clean",3,34301,36515,0,2,0.666666666666667,2184,NA,-2184,"new","ONH"
"3663","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,3,"The cook is making a cake",3,49782,51674,0,0,0,1862,NA,-1862,"new","ONH"
"3664","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,4,"The woman cleaned her house",4,67263,69514,1,4,1,2221,NA,-2221,"new","ONH"
"3665","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,5,"The children dropped the bag",3,80864,82674,1,3,1,1780,NA,-1780,"new","ONH"
"3666","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,6,"They finished the dinner",2,93719,95584,1,2,1,1835,NA,-1835,"new","ONH"
"3667","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,7,"The small boy was asleep",4,106759,109175,1,4,1,2386,NA,-2386,"new","ONH"
"3668","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,8,"The girl lost her doll",4,119534,121723,0,3,0.75,2159,NA,-2159,"new","ONH"
"3669","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,9,"The kitchen sink is empty",4,134468,136304,1,4,1,1806,NA,-1806,"new","ONH"
"3670","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,10,"The park is near the road",4,145589,147663,1,4,1,2044,NA,-2044,"new","ONH"
"3671","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,11,"The train had a bad accident",4,157376,160133,1,4,1,2727,NA,-2727,"new","ONH"
"3672","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,12,"The cold milk is in a pitcher",4,170257,172492,0,3,0.75,2205,NA,-2205,"new","ONH"
"3673","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,13,"The broom stood in the corner",4,184938,187112,1,4,1,2144,NA,-2144,"new","ONH"
"3674","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,14,"The cook cut some onions",4,197339,199582,1,4,1,2213,NA,-2213,"new","ONH"
"3675","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,15,"The cup is hanging on a hook",4,209847,211772,0,1,0.25,1895,NA,-1895,"new","ONH"
"3676","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,16,"The dog came back",3,228488,230273,1,3,1,1755,NA,-1755,"new","ONH"
"3677","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,17,"The sun melted the snow",3,238715,240603,1,3,1,1858,NA,-1858,"new","ONH"
"3678","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,18,"The old gloves are dirty",4,248703,250623,0,3,0.75,1890,NA,-1890,"new","ONH"
"3679","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,19,"A sharp knife is dangerous",4,262184,264721,1,4,1,2507,NA,-2507,"new","ONH"
"3680","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,20,"They laughed at his story",4,273438,275621,0,1,0.25,2153,NA,-2153,"new","ONH"
"3681","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,21,"The smart girls are reading",4,288425,290961,0,3,0.75,2506,NA,-2506,"new","ONH"
"3682","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,22,"The truck carried fruit",3,303960,306072,0,2,0.666666666666667,2082,NA,-2082,"new","ONH"
"3683","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,23,"They had a lovely day",3,316427,318042,0,2,0.666666666666667,1585,NA,-1585,"new","ONH"
"3684","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,24,"The lady went to store",4,328082,330021,1,4,1,1909,NA,-1909,"new","ONH"
"3685","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,25,"Somebody took the money",3,338496,340312,1,3,1,1786,NA,-1786,"new","ONH"
"3686","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,26,"Men wear long pants",4,350136,352660,1,4,1,2494,NA,-2494,"new","ONH"
"3687","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,27,"The yellow pears tasted good",4,361857,364120,1,4,1,2233,NA,-2233,"new","ONH"
"3688","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,28,"The child grabbed the toy",3,373618,375671,0,1,0.333333333333333,2023,NA,-2023,"new","ONH"
"3689","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,29,"The bath towel was wet",4,386072,388291,1,4,1,2189,NA,-2189,"new","ONH"
"3690","First","C2","AD_B","7208","ONH-7","Spanish","UMD1",5.74,30,"Mother stirred her tea",4,396686,398601,1,4,1,1885,NA,-1885,"new","ONH"
"3691","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,1,"The train had a bad accident",4,11308,13425,0,2,0.5,2087,NA,-2087,"new","ONH"
"3692","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,2,"The kitchen sink is empty",4,24096,25976,1,4,1,1850,NA,-1850,"new","ONH"
"3693","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,3,"The dog came back",3,38217,39576,1,3,1,1329,NA,-1329,"new","ONH"
"3694","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,4,"The truck carried fruit",3,55085,56346,0,0,0,1231,NA,-1231,"new","ONH"
"3695","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,5,"Mother stirred her tea",4,66712,68496,0,1,0.25,1754,NA,-1754,"new","ONH"
"3696","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,6,"Men wear long pants",4,78953,80415,0,0,0,1432,NA,-1432,"new","ONH"
"3697","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,7,"The cup is hanging on a hook",4,91861,93824,1,4,1,1933,NA,-1933,"new","ONH"
"3698","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,8,"The old gloves are dirty",4,105528,107205,1,4,1,1647,NA,-1647,"new","ONH"
"3699","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,9,"The yellow pears tasted good",4,116996,118924,0,0,0,1898,NA,-1898,"new","ONH"
"3700","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,10,"They had a lovely day",3,130263,131784,1,3,1,1491,NA,-1491,"new","ONH"
"3701","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,11,"The children dropped the bag",3,146198,147955,0,1,0.333333333333333,1727,NA,-1727,"new","ONH"
"3702","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,12,"The cook cut some onions",4,158212,160303,1,4,1,2061,NA,-2061,"new","ONH"
"3703","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,13,"The smart girls are reading",4,170279,171844,0,0,0,1535,NA,-1535,"new","ONH"
"3704","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,14,"The bath towel was wet",4,181654,183253,0,1,0.25,1569,NA,-1569,"new","ONH"
"3705","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,15,"The child grabbed the toy",3,193814,195953,1,3,1,2109,NA,-2109,"new","ONH"
"3706","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,16,"The light went out",3,205282,206633,1,3,1,1321,NA,-1321,"new","ONH"
"3707","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,17,"The girl lost her doll",4,220790,222304,0,1,0.25,1484,NA,-1484,"new","ONH"
"3708","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,18,"The cook is making a cake",3,234657,236484,1,3,1,1797,NA,-1797,"new","ONH"
"3709","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,19,"The sun melted the snow",3,247151,248742,1,3,1,1561,NA,-1561,"new","ONH"
"3710","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,20,"The park is near the road",4,258486,260213,1,4,1,1697,NA,-1697,"new","ONH"
"3711","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,21,"Somebody took the money",3,269206,270833,0,0,0,1597,NA,-1597,"new","ONH"
"3712","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,22,"The small boy was asleep",4,281474,283353,0,3,0.75,1849,NA,-1849,"new","ONH"
"3713","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,23,"The cold milk is in a pitcher",4,292595,294902,1,4,1,2277,NA,-2277,"new","ONH"
"3714","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,24,"The woman cleaned her house",4,308742,310512,0,2,0.5,1740,NA,-1740,"new","ONH"
"3715","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,25,"They laughed at his story",4,321730,323562,0,2,0.5,1802,NA,-1802,"new","ONH"
"3716","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,26,"The broom stood in the corner",4,334931,336721,0,3,0.75,1760,NA,-1760,"new","ONH"
"3717","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,27,"The lady went to store",4,346892,348443,1,4,1,1521,NA,-1521,"new","ONH"
"3718","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,28,"They finished the dinner",2,360319,361651,1,2,1,1302,NA,-1302,"new","ONH"
"3719","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,29,"A sharp knife is dangerous",4,371480,373572,1,4,1,2062,NA,-2062,"new","ONH"
"3720","Fourth","C2","AD_A","7209","ONH-7","Spanish","S1M",5.89,30,"The floor looked clean",3,386068,387791,0,0,0,1693,NA,-1693,"new","ONH"
"3721","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,1,"The bath towel was wet",4,12048,14267,0,3,0.75,2189,NA,-2189,"new","YNH"
"3722","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,2,"The light went out",3,24235,26027,1,3,1,1762,NA,-1762,"new","YNH"
"3723","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,3,"The girl lost her doll",4,33703,35885,0,3,0.75,2152,NA,-2152,"new","YNH"
"3724","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,4,"The floor looked clean",3,45623,47836,1,3,1,2183,NA,-2183,"new","YNH"
"3725","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,5,"They finished the dinner",2,58504,60366,1,2,1,1832,NA,-1832,"new","YNH"
"3726","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,6,"The kitchen sink is empty",4,70078,71915,1,4,1,1807,NA,-1807,"new","YNH"
"3727","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,7,"The woman cleaned her house",4,82519,84775,1,4,1,2226,NA,-2226,"new","YNH"
"3728","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,8,"The children dropped the bag",3,94307,96116,0,2,0.666666666666667,1779,NA,-1779,"new","YNH"
"3729","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,9,"Mother stirred her tea",4,105121,107034,1,4,1,1883,NA,-1883,"new","YNH"
"3730","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,10,"The park is near the road",4,116762,118835,1,4,1,2043,NA,-2043,"new","YNH"
"3731","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,11,"They laughed at his story",4,128336,130524,0,2,0.5,2158,NA,-2158,"new","YNH"
"3732","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,12,"Men wear long pants",4,141070,143594,1,4,1,2494,NA,-2494,"new","YNH"
"3733","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,13,"The old gloves are dirty",4,153564,155485,0,3,0.75,1891,NA,-1891,"new","YNH"
"3734","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,14,"The broom stood in the corner",4,165112,167285,0,3,0.75,2143,NA,-2143,"new","YNH"
"3735","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,15,"The dog came back",3,177246,179035,1,3,1,1759,NA,-1759,"new","YNH"
"3736","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,16,"The smart girls are reading",4,188874,191414,1,4,1,2510,NA,-2510,"new","YNH"
"3737","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,17,"The truck carried fruit",3,202114,204234,0,2,0.666666666666667,2090,NA,-2090,"new","YNH"
"3738","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,18,"They had a lovely day",3,215315,216934,1,3,1,1589,NA,-1589,"new","YNH"
"3739","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,19,"The train had a bad accident",4,225303,228053,1,4,1,2720,NA,-2720,"new","YNH"
"3740","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,20,"The child grabbed the toy",3,241397,243453,0,1,0.333333333333333,2026,NA,-2026,"new","YNH"
"3741","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,21,"The cup is hanging on a hook",4,255331,257254,0,3,0.75,1893,NA,-1893,"new","YNH"
"3742","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,22,"The yellow pears tasted good",4,267652,269913,1,4,1,2231,NA,-2231,"new","YNH"
"3743","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,23,"Somebody took the money",3,278373,280193,1,3,1,1790,NA,-1790,"new","YNH"
"3744","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,24,"The sun melted the snow",3,287854,289742,1,3,1,1858,NA,-1858,"new","YNH"
"3745","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,25,"The cook is making a cake",3,297521,299412,1,3,1,1861,NA,-1861,"new","YNH"
"3746","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,26,"The cook cut some onions",4,308108,310354,1,4,1,2216,NA,-2216,"new","YNH"
"3747","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,27,"The cold milk is in a pitcher",4,320243,322482,0,2,0.5,2209,NA,-2209,"new","YNH"
"3748","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,28,"The lady went to store",4,334017,335953,1,4,1,1906,NA,-1906,"new","YNH"
"3749","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,29,"The small boy was asleep",4,345618,348033,0,2,0.5,2385,NA,-2385,"new","YNH"
"3750","Second","C2","AD_B","7113","YNH-7","Spanish","UMD1",5.74,30,"A sharp knife is dangerous",4,359952,362492,0,1,0.25,2510,NA,-2510,"new","YNH"
"3751","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,1,"Mother stirred her tea",4,13316,15236,0,1,0.25,1890,NA,-1890,"new","YNH"
"3752","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,2,"The small boy was asleep",4,26717,29135,0,2,0.5,2388,NA,-2388,"new","YNH"
"3753","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,3,"The lady went to store",4,38717,40656,1,4,1,1909,NA,-1909,"new","YNH"
"3754","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,4,"The woman cleaned her house",4,48638,50896,1,4,1,2228,NA,-2228,"new","YNH"
"3755","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,5,"The children dropped the bag",3,59266,61075,1,3,1,1779,NA,-1779,"new","YNH"
"3756","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,6,"The dog came back",3,69226,71016,1,3,1,1760,NA,-1760,"new","YNH"
"3757","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,7,"They laughed at his story",4,78627,80815,1,4,1,2158,NA,-2158,"new","YNH"
"3758","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,8,"The girl lost her doll",4,91721,93905,0,3,0.75,2154,NA,-2154,"new","YNH"
"3759","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,9,"The yellow pears tasted good",4,102815,105084,1,4,1,2239,NA,-2239,"new","YNH"
"3760","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,10,"The park is near the road",4,113336,115414,0,2,0.5,2048,NA,-2048,"new","YNH"
"3761","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,11,"The bath towel was wet",4,125683,127895,1,4,1,2182,NA,-2182,"new","YNH"
"3762","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,12,"The old gloves are dirty",4,135484,137404,0,0,0,1890,NA,-1890,"new","YNH"
"3763","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,13,"A sharp knife is dangerous",4,147672,150204,1,4,1,2502,NA,-2502,"new","YNH"
"3764","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,14,"The truck carried fruit",3,159406,161524,0,2,0.666666666666667,2088,NA,-2088,"new","YNH"
"3765","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,15,"The cook cut some onions",4,170687,172934,0,2,0.5,2217,NA,-2217,"new","YNH"
"3766","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,16,"Somebody took the money",3,183208,185023,1,3,1,1785,NA,-1785,"new","YNH"
"3767","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,17,"They finished the dinner",2,192635,194504,1,2,1,1839,NA,-1839,"new","YNH"
"3768","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,18,"The train had a bad accident",4,203489,206243,0,3,0.75,2724,NA,-2724,"new","YNH"
"3769","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,19,"The light went out",3,217570,219363,1,3,1,1763,NA,-1763,"new","YNH"
"3770","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,20,"The child grabbed the toy",3,227144,229204,1,3,1,2030,NA,-2030,"new","YNH"
"3771","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,21,"Men wear long pants",4,237638,240163,1,4,1,2495,NA,-2495,"new","YNH"
"3772","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,22,"The cup is hanging on a hook",4,249319,251243,1,4,1,1894,NA,-1894,"new","YNH"
"3773","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,23,"The cold milk is in a pitcher",4,259973,262213,0,3,0.75,2210,NA,-2210,"new","YNH"
"3774","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,24,"The cook is making a cake",3,271947,273842,1,3,1,1865,NA,-1865,"new","YNH"
"3775","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,25,"The sun melted the snow",3,282028,283912,1,3,1,1854,NA,-1854,"new","YNH"
"3776","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,26,"The broom stood in the corner",4,292215,294392,0,2,0.5,2147,NA,-2147,"new","YNH"
"3777","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,27,"They had a lovely day",3,303309,304922,1,3,1,1583,NA,-1583,"new","YNH"
"3778","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,28,"The floor looked clean",3,313870,316082,1,3,1,2182,NA,-2182,"new","YNH"
"3779","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,29,"The smart girls are reading",4,323937,326472,0,0,0,2505,NA,-2505,"new","YNH"
"3780","Fifth","C2","AD_B","7114","YNH-7","Spanish","UMD1",5.74,30,"The kitchen sink is empty",4,335565,337402,1,4,1,1807,NA,-1807,"new","YNH"
"3781","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,1,"The smart girls are reading",4,13783,16317,0,0,0,2504,NA,-2504,"new","YNH"
"3782","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,2,"The cook is making a cake",3,29169,31067,1,3,1,1868,NA,-1868,"new","YNH"
"3783","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,3,"The train had a bad accident",4,40396,43147,1,4,1,2721,NA,-2721,"new","YNH"
"3784","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,4,"The small boy was asleep",4,53982,56397,1,4,1,2385,NA,-2385,"new","YNH"
"3785","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,5,"The kitchen sink is empty",4,65596,67427,1,4,1,1801,NA,-1801,"new","YNH"
"3786","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,6,"The old gloves are dirty",4,78795,80707,0,3,0.75,1882,NA,-1882,"new","YNH"
"3787","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,7,"The dog came back",3,90849,92636,1,3,1,1757,NA,-1757,"new","YNH"
"3788","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,8,"The woman cleaned her house",4,101115,103366,1,4,1,2221,NA,-2221,"new","YNH"
"3789","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,9,"The bath towel was wet",4,111515,113726,1,4,1,2181,NA,-2181,"new","YNH"
"3790","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,10,"The child grabbed the toy",3,121475,123526,0,0,0,2021,NA,-2021,"new","YNH"
"3791","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,11,"Mother stirred her tea",4,135755,137666,1,4,1,1881,NA,-1881,"new","YNH"
"3792","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,12,"The cup is hanging on a hook",4,147021,148946,1,4,1,1895,NA,-1895,"new","YNH"
"3793","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,13,"The floor looked clean",3,158088,160306,1,3,1,2188,NA,-2188,"new","YNH"
"3794","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,14,"The cold milk is in a pitcher",4,168488,170726,0,3,0.75,2208,NA,-2208,"new","YNH"
"3795","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,15,"They finished the dinner",2,179648,181515,1,2,1,1837,NA,-1837,"new","YNH"
"3796","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,16,"The truck carried fruit",3,189381,191495,0,2,0.666666666666667,2084,NA,-2084,"new","YNH"
"3797","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,17,"The cook cut some onions",4,200221,202465,1,4,1,2214,NA,-2214,"new","YNH"
"3798","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,18,"A sharp knife is dangerous",4,216194,218725,1,4,1,2501,NA,-2501,"new","YNH"
"3799","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,19,"The yellow pears tasted good",4,227780,230045,1,4,1,2235,NA,-2235,"new","YNH"
"3800","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,20,"The broom stood in the corner",4,241567,243745,0,0,0,2148,NA,-2148,"new","YNH"
"3801","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,21,"The girl lost her doll",4,254233,256414,1,4,1,2151,NA,-2151,"new","YNH"
"3802","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,22,"The light went out",3,265660,267454,1,3,1,1764,NA,-1764,"new","YNH"
"3803","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,23,"They laughed at his story",4,276020,278204,1,4,1,2154,NA,-2154,"new","YNH"
"3804","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,24,"They had a lovely day",3,286766,288384,1,3,1,1588,NA,-1588,"new","YNH"
"3805","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,25,"The children dropped the bag",3,301499,303304,0,2,0.666666666666667,1775,NA,-1775,"new","YNH"
"3806","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,26,"The sun melted the snow",3,313499,315384,1,3,1,1855,NA,-1855,"new","YNH"
"3807","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,27,"The park is near the road",4,324926,327004,0,3,0.75,2048,NA,-2048,"new","YNH"
"3808","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,28,"The lady went to store",4,339912,341843,1,4,1,1901,NA,-1901,"new","YNH"
"3809","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,29,"Somebody took the money",3,351805,353623,1,3,1,1788,NA,-1788,"new","YNH"
"3810","Second","C2","AD_B","7115","YNH-7","Spanish","UMD1",5.74,30,"Men wear long pants",4,364885,367413,1,4,1,2498,NA,-2498,"new","YNH"
